"基準番号（ＨＯＴコード）","包装数量数","包装数量単位","包装入数数","包装入数単位","更新区分","更新年月日"
"1152845010601","1","瓶","1","入","1","20220331"
"1152845030101","10","シート","1","入","4","20130430"
"1152852010101","10","シート","1","入","4","20130430"
"1152852010102","50","シート","1","入","4","20130430"
"1152852010201","50","シート","1","入","4","20130430"
"1152852010301","1","瓶","1","入","4","20130430"
"1152852010401","10","シート","1","入","1","20200630"
"1152852010402","50","シート","1","入","1","20200630"
"1152852010501","50","シート","1","入","1","20200630"
"1152852010601","1","瓶","1","入","1","20200630"
"1152852030101","10","シート","1","入","4","20130430"
"1152869010104","10","シート","1","入","1","20220331"
"1152869010105","50","シート","1","入","1","20220331"
"1152869010106","100","シート","1","入","1","20220331"
"1152869010202","50","シート","1","入","1","20220331"
"1152869010302","1","瓶","1","入","1","20220331"
"1152869020104","10","シート","1","入","1","20220331"
"1152869020105","50","シート","1","入","1","20220331"
"1152869020106","100","シート","1","入","4","20220331"
"1152869020202","50","シート","1","入","1","20220331"
"1152869020302","1","瓶","1","入","1","20220331"
"1152876010104","10","シート","1","入","1","20130131"
"1152876010105","50","シート","1","入","1","20130131"
"1152876010106","100","シート","1","入","1","20130131"
"1152876010202","1","瓶","1","入","1","20130131"
"1152876010302","50","シート","1","入","1","20130131"
"1152876020104","10","シート","1","入","1","20121221"
"1152876020105","50","シート","1","入","1","20121221"
"1152876020106","100","シート","1","入","4","20121221"
"1152876020202","50","シート","1","入","1","20121221"
"1152876020302","1","瓶","1","入","1","20121221"
"1152883010103","10","シート","1","入","1","20220331"
"1152883010104","100","シート","1","入","1","20220331"
"1152883010202","50","シート","1","入","1","20220331"
"1152883010302","1","瓶","1","入","1","20220331"
"1152890010103","10","シート","1","入","1","20111130"
"1152890010104","100","シート","1","入","1","20111130"
"1152890010202","50","シート","1","入","1","20111130"
"1152890010302","1","瓶","1","入","1","20111130"
"1152906010104","10","シート","1","入","1","20220331"
"1152906010105","50","シート","1","入","1","20220331"
"1152906010106","100","シート","1","入","1","20220331"
"1152906010202","50","シート","1","入","1","20220331"
"1152906010302","1","瓶","1","入","1","20220331"
"1152913010105","10","シート","1","入","1","20130628"
"1152913010106","50","シート","1","入","1","20130628"
"1152913010107","100","シート","1","入","1","20130628"
"1152913010202","50","シート","1","入","1","20130628"
"1152913010302","1","瓶","1","入","1","20130628"
"1152944010103","10","シート","1","入","4","20150630"
"1152951010101","10","シート","1","入","4","20180430"
"1152951010102","50","シート","1","入","4","20180430"
"1152951010103","10","シート","1","入","4","20180430"
"1152982010101","5","シート","1","入","1","20250331"
"1152999010101","5","シート","1","入","1","20250331"
"1153002030101","5","シート","1","入","1","20250331"
"1153019030101","5","シート","1","入","1","20250331"
"1153026010103","10","シート","1","入","1","20200331"
"1153026010104","50","シート","1","入","4","20200331"
"1153026010202","50","シート","1","入","4","20200331"
"1153040010103","10","シート","1","入","1","20240331"
"1153040010104","100","シート","1","入","4","20240331"
"1153057010103","10","シート","1","入","4","20200331"
"1153057010104","50","シート","1","入","4","20200331"
"1153064010103","84","包","1","入","1","20200331"
"1153064010104","210","包","1","入","1","20200331"
"1153064020103","84","包","1","入","1","20200331"
"1153064020104","210","包","1","入","1","20200331"
"1153071020101","10","シート","1","入","4","20200331"
"1153071030101","10","シート","1","入","1","20220531"
"1153071030201","10","シート","1","入","1","20220531"
"1153088020101","10","シート","1","入","4","20230331"
"1153088030101","10","シート","1","入","1","20230331"
"1153088030201","10","シート","1","入","1","20230331"
"1153095020101","1","瓶","1","入","4","20200331"
"1153095030101","1","瓶","1","入","4","20220531"
"1153095030201","1","瓶","1","入","4","20220531"
"1153101010103","10","シート","1","入","1","20220331"
"1153101010104","100","シート","1","入","1","20220331"
"1153101010203","10","シート","1","入","1","20220331"
"1153101010204","50","シート","1","入","1","20220331"
"1153101010302","1","瓶","1","入","1","20220331"
"1153118010103","10","シート","1","入","1","20121221"
"1153118010104","100","シート","1","入","1","20121221"
"1153118010203","10","シート","1","入","1","20121221"
"1153118010204","50","シート","1","入","1","20121221"
"1153118010302","1","瓶","1","入","1","20121221"
"1153118010401","10","シート","1","入","1","20250131"
"1153118010402","100","シート","1","入","1","20250131"
"1153118010501","10","シート","1","入","1","20250131"
"1153118010502","50","シート","1","入","1","20250131"
"1153118010601","1","瓶","1","入","1","20250131"
"1153125020101","5","シート","1","入","1","20250331"
"1153132020101","5","シート","1","入","1","20250331"
"1153170030103","10","シート","1","入","4","20150630"
"1153170030104","50","シート","1","入","4","20150630"
"1153187010101","10","シート","1","入","1","20130430"
"1153187010102","50","シート","1","入","1","20130430"
"1153194030101","1","瓶","1","入","4","20160531"
"1153194050101","1","瓶","1","入","4","20161031"
"1153200030101","10","シート","1","入","4","20160531"
"1153200030102","100","シート","1","入","4","20160531"
"1153200030201","50","シート","1","入","4","20160531"
"1153200030301","1","瓶","1","入","4","20160531"
"1153200050101","10","シート","1","入","4","20161031"
"1153200050102","100","シート","1","入","4","20161031"
"1153200050201","1","瓶","1","入","4","20161031"
"1153217030101","10","シート","1","入","1","20160531"
"1153217030102","100","シート","1","入","1","20160531"
"1153217030201","50","シート","1","入","1","20160531"
"1153217030301","1","瓶","1","入","1","20160531"
"1153217050101","10","シート","1","入","1","20161031"
"1153217050102","100","シート","1","入","1","20161031"
"1153217050201","50","シート","1","入","1","20161031"
"1153217050301","1","瓶","1","入","1","20161031"
"1153224040101","10","シート","1","入","1","20220331"
"1153224040102","100","シート","1","入","1","20220331"
"1153231040101","10","シート","1","入","1","20130430"
"1153231040102","100","シート","1","入","1","20130430"
"1153248010103","10","シート","1","入","1","20220331"
"1153248010104","100","シート","1","入","1","20220331"
"1153248010202","1","瓶","1","入","1","20220331"
"1153248010303","10","シート","1","入","1","20220331"
"1153248010304","50","シート","1","入","1","20220331"
"1153248010401","1","瓶","1","入","1","20220331"
"1153248020104","10","シート","1","入","1","20220331"
"1153248020105","50","シート","1","入","1","20220331"
"1153248020106","100","シート","1","入","1","20220331"
"1153248020202","50","シート","1","入","1","20220331"
"1153248020302","1","缶","1","入","1","20220331"
"1153255010103","10","シート","1","入","1","20150630"
"1153255010104","100","シート","1","入","1","20150630"
"1153255010202","1","瓶","1","入","1","20150630"
"1153255010303","10","シート","1","入","1","20150630"
"1153255010304","50","シート","1","入","1","20150630"
"1153255010401","1","瓶","1","入","1","20180831"
"1153255020104","10","シート","1","入","1","20150630"
"1153255020105","50","シート","1","入","1","20150630"
"1153255020106","100","シート","1","入","1","20150630"
"1153255020302","1","缶","1","入","1","20150630"
"1153279020101","10","シート","1","入","1","20220331"
"1153279020102","50","シート","1","入","1","20220331"
"1153279020201","1","瓶","1","入","1","20220331"
"1153279030101","50","シート","1","入","1","20220331"
"1153279030102","100","シート","1","入","1","20220331"
"1153279030103","10","シート","1","入","1","20220331"
"1153286020101","10","シート","1","入","1","20130430"
"1153286020102","50","シート","1","入","1","20130430"
"1153286020201","1","瓶","1","入","1","20130430"
"1153286030101","50","シート","1","入","1","20130430"
"1153286030102","100","シート","1","入","1","20130430"
"1153286030103","10","シート","1","入","1","20130430"
"1153293020104","10","シート","1","入","1","20220331"
"1153293020105","50","シート","1","入","1","20220331"
"1153293020106","100","シート","1","入","1","20220331"
"1153293030103","10","シート","1","入","4","20220331"
"1153293030104","50","シート","1","入","4","20220331"
"1153293030202","1","瓶","1","入","4","20220331"
"1153309020104","10","シート","1","入","1","20140630"
"1153309020105","50","シート","1","入","1","20140630"
"1153309020106","100","シート","1","入","1","20140630"
"1153309030103","10","シート","1","入","4","20190531"
"1153309030104","50","シート","1","入","4","20190531"
"1153309030202","1","瓶","1","入","4","20190531"
"1153316010104","2","シート","1","入","4","20220331"
"1153316010105","10","シート","1","入","1","20220331"
"1153316010106","50","シート","1","入","1","20220331"
"1153316010202","50","シート","1","入","1","20220331"
"1153316010302","1","瓶","1","入","1","20220331"
"1153316010401","10","シート","1","入","1","20220331"
"1153323010104","2","シート","1","入","4","20121221"
"1153323010105","10","シート","1","入","4","20121221"
"1153323010106","50","シート","1","入","4","20121221"
"1153323010203","10","シート","1","入","4","20121221"
"1153323010204","50","シート","1","入","4","20121221"
"1153323010302","1","瓶","1","入","4","20121221"
"1153323010401","10","シート","1","入","4","20140630"
"1153330010101","10","シート","1","入","4","20130430"
"1153330010102","100","シート","1","入","4","20130430"
"1153330010103","10","シート","1","入","4","20200331"
"1153330010104","100","シート","1","入","4","20200331"
"1153347010101","10","シート","1","入","4","20130430"
"1153347010102","100","シート","1","入","4","20130430"
"1153347010103","10","シート","1","入","4","20230331"
"1153354010101","10","シート","1","入","4","20180630"
"1153354010102","100","シート","1","入","4","20180630"
"1153354010103","50","シート","1","入","4","20180630"
"1153354010104","10","シート","1","入","1","20180630"
"1153354010105","100","シート","1","入","1","20180630"
"1153354010106","50","シート","1","入","1","20180630"
"1153354010201","1","瓶","1","入","4","20180630"
"1153354010301","50","シート","1","入","4","20180630"
"1153354010302","50","シート","1","入","1","20180630"
"1153361010103","10","シート","1","入","4","20190331"
"1153361010104","100","シート","1","入","4","20190331"
"1153378010103","84","包","1","入","4","20200331"
"1153378010104","210","包","1","入","4","20200331"
"1153385010104","2","シート","1","入","4","20140331"
"1153385010105","10","シート","1","入","4","20140331"
"1153385010106","50","シート","1","入","4","20140331"
"1153385010202","50","シート","1","入","4","20140331"
"1153385010302","1","瓶","1","入","4","20140331"
"1153385010401","10","シート","1","入","4","20140630"
"1153392010105","10","シート","1","入","1","20140331"
"1153392010106","50","シート","1","入","1","20140331"
"1153392010203","50","シート","1","入","1","20140331"
"1153408030101","10","シート","1","入","1","20161031"
"1153408030102","60","シート","1","入","1","20161031"
"1153408030103","50","シート","1","入","1","20170228"
"1153408030201","50","シート","1","入","1","20161031"
"1153408030301","1","袋","1","入","1","20161031"
"1153408030401","10","シート","1","入","1","20181231"
"1153408030402","50","シート","1","入","1","20181231"
"1153408030501","50","シート","1","入","1","20181231"
"1153408030601","1","瓶","1","入","1","20181231"
"1153415010103","10","シート","1","入","1","20140331"
"1153415010104","100","シート","1","入","4","20140331"
"1153415010202","1","瓶","1","入","1","20140331"
"1153415010302","50","シート","1","入","4","20140331"
"1153415020103","10","シート","1","入","4","20140331"
"1153415020104","50","シート","1","入","4","20140331"
"1153415020202","50","シート","1","入","4","20140331"
"1153422020101","10","シート","1","入","4","20140331"
"1153422020102","100","シート","1","入","4","20140331"
"1153422020103","10","シート","1","入","4","20170630"
"1153422020104","100","シート","1","入","4","20170630"
"1153422030101","10","シート","1","入","1","20140331"
"1153422030102","50","シート","1","入","1","20140331"
"1153422030104","10","シート","1","入","1","20170831"
"1153422030105","50","シート","1","入","1","20170831"
"1153422040101","10","シート","1","入","1","20140331"
"1153422040102","50","シート","1","入","1","20140331"
"1153422040104","10","シート","1","入","1","20170630"
"1153422040105","50","シート","1","入","1","20170630"
"1153422050101","10","シート","1","入","4","20190531"
"1153422050102","50","シート","1","入","4","20190531"
"1153439010103","10","シート","1","入","1","20140331"
"1153439010104","100","シート","1","入","1","20140331"
"1153439010203","10","シート","1","入","1","20140331"
"1153439010204","50","シート","1","入","1","20140331"
"1153439010302","1","瓶","1","入","1","20140331"
"1153446040101","84","包","1","入","1","20200331"
"1153446040102","210","包","1","入","1","20200331"
"1153446040201","84","包","1","入","1","20200331"
"1153446040202","210","包","1","入","1","20200331"
"1153453010103","10","シート","1","入","1","20140331"
"1153453010104","100","シート","1","入","1","20140331"
"1153453010202","1","缶","1","入","1","20140331"
"1153484010101","50","管","1","入","1","20220331"
"1153484020101","50","管","1","入","1","20220331"
"1153491010102","5","筒","1","入","4","20200331"
"1153491010201","5","筒","1","入","1","20230331"
"1153507020101","5","筒","1","入","1","20160331"
"1153514030101","6","筒","1","入","4","20220531"
"1153521030101","6","筒","1","入","4","20220531"
"1153538030101","5","瓶","1","入","4","20220531"
"1153545030101","5","瓶","1","入","4","20220531"
"1153552030101","5","瓶","1","入","4","20220531"
"1153569030101","5","瓶","1","入","4","20220531"
"1153576010101","5","管","1","入","4","20061201"
"1153576010201","5","管","1","入","1","20191231"
"1153583010101","1","瓶","1","入","1","20200331"
"1153583010201","1","瓶","1","入","1","20230331"
"1153583010301","1","瓶","1","入","1","20230331"
"1153590010101","1","瓶","1","入","1","20200331"
"1153590010201","1","瓶","1","入","1","20230331"
"1153590010401","1","瓶","1","入","1","20230331"
"1153620010103","10","管","1","入","1","20210331"
"1153620010104","50","管","1","入","1","20210331"
"1153637010103","10","管","1","入","1","20171031"
"1153637010104","50","管","1","入","1","20171031"
"1153644030101","10","管","1","入","4","20171031"
"1153644050101","10","管","1","入","4","20171031"
"1153644050201","10","管","1","入","4","20200630"
"1153651030101","10","管","1","入","4","20171031"
"1153651050101","10","管","1","入","4","20171031"
"1153651050201","10","管","1","入","4","20200630"
"1153668030101","5","管","1","入","1","20200331"
"1153668050101","5","管","1","入","1","20200331"
"1153668050201","5","管","1","入","4","20240331"
"1153675020102","1","瓶","1","入","1","20250831"
"1153675020201","1","瓶","1","入","1","20251130"
"1153675030101","1","瓶","1","入","4","20140331"
"1153682020102","1","瓶","1","入","1","20250831"
"1153682020201","1","瓶","1","入","1","20251130"
"1153682030101","1","瓶","1","入","4","20140331"
"1153699020105","10","管","1","入","1","20220930"
"1153699020106","50","管","1","入","1","20220930"
"1153699030103","10","管","1","入","4","20220930"
"1153699030104","50","管","1","入","4","20220930"
"1153705020105","10","管","1","入","1","20240331"
"1153705020106","50","管","1","入","1","20240331"
"1153705030103","10","管","1","入","4","20240331"
"1153705030104","50","管","1","入","4","20240331"
"1153712020102","10","管","1","入","4","20150630"
"1153712030101","10","管","1","入","4","20220430"
"1153712040101","10","管","1","入","1","20231031"
"1153729020102","10","管","1","入","4","20150630"
"1153729030101","10","管","1","入","4","20220430"
"1153729040101","10","管","1","入","1","20231031"
"1153736020102","10","管","1","入","4","20150630"
"1153736030101","10","管","1","入","4","20220430"
"1153736040101","10","管","1","入","1","20231031"
"1153743020102","10","管","1","入","4","20150630"
"1153743030101","10","管","1","入","4","20220430"
"1153743040101","10","管","1","入","1","20231031"
"1153750010101","20","瓶","1","入","4","20211031"
"1153750020101","20","瓶","1","入","4","20210831"
"1153767030101","20","袋","1","入","1","20210831"
"1153828030102","10","瓶","1","入","1","20230331"
"1153835030102","10","瓶","1","入","1","20230331"
"1153842010101","1","本","1","入","1","20230331"
"1153873010102","10","瓶","1","入","4","20100331"
"1153903010102","10","瓶","1","入","1","20250331"
"1153927010101","10","瓶","1","入","4","20040409"
"1153927010102","10","瓶","1","入","1","20200331"
"1153934030101","10","瓶","1","入","4","20161031"
"1153934030201","10","瓶","1","入","4","20230331"
"1153934040101","10","瓶","1","入","1","20230331"
"1153941010102","10","瓶","1","入","4","20200331"
"1153958010101","1","本","1","入","1","20230331"
"1154009020103","10","キット","1","入","1","20240331"
"1154023010101","20","袋","1","入","1","20050729"
"1154030010101","20","袋","1","入","1","20050729"
"1154078010101","10","管","1","入","1","20070228"
"1154115010101","1","本","1","入","1","20220331"
"1154122010101","1","本","1","入","1","20220331"
"1154160020101","5","袋","1","入","4","20171031"
"1154177020101","5","袋","1","入","1","20161031"
"1154207010101","5","袋","1","入","4","20200331"
"1154207010201","5","袋","1","入","1","20211210"
"1154214010101","5","袋","1","入","4","20171031"
"1154214010201","5","袋","1","入","1","20211210"
"1154221010101","5","袋","1","入","4","20200331"
"1154221010201","5","袋","1","入","1","20211210"
"1154252020102","5","瓶","1","入","4","20190630"
"1154269010102","5","瓶","1","入","1","20200331"
"1154276010102","5","瓶","1","入","1","20200331"
"1154306010102","5","瓶","1","入","1","20200331"
"1154313010102","5","瓶","1","入","1","20200331"
"1154320010102","5","袋","1","入","1","20240331"
"1154337020102","5","袋","1","入","1","20200331"
"1154344020102","5","袋","1","入","1","20240331"
"1154405010101","10","シリンジ","1","入","4","20250930"
"1154405010102","50","シリンジ","1","入","4","20250930"
"1154405010103","10","筒","1","入","4","20250930"
"1154405010104","10","筒","1","入","4","20250930"
"1154405020101","10","筒","1","入","4","20161031"
"1154405020102","10","筒","1","入","4","20161031"
"1154405030101","10","筒","1","入","4","20161031"
"1154405040101","10","筒","1","入","4","20161031"
"1154405050101","10","筒","1","入","1","20240331"
"1154412010101","10","シリンジ","1","入","4","20250930"
"1154412010102","50","シリンジ","1","入","4","20250930"
"1154412010103","10","筒","1","入","4","20250930"
"1154412010104","10","筒","1","入","4","20250930"
"1154412020101","10","筒","1","入","4","20161031"
"1154412020102","10","筒","1","入","4","20161031"
"1154412030101","10","筒","1","入","4","20161031"
"1154412040101","10","筒","1","入","4","20161031"
"1154412050101","10","筒","1","入","1","20240331"
"1154429010101","10","シリンジ","1","入","4","20250930"
"1154429010102","50","シリンジ","1","入","4","20250930"
"1154429010103","10","筒","1","入","4","20250930"
"1154429010104","10","筒","1","入","4","20250930"
"1154429020101","10","筒","1","入","4","20161031"
"1154429020102","10","筒","1","入","4","20161031"
"1154429030101","10","筒","1","入","4","20161031"
"1154429040101","10","筒","1","入","4","20161031"
"1154429050101","10","筒","1","入","1","20240331"
"1154436010101","10","シリンジ","1","入","4","20250930"
"1154436010102","50","シリンジ","1","入","4","20250930"
"1154436010103","10","筒","1","入","4","20250930"
"1154436010104","10","筒","1","入","4","20250930"
"1154436020101","10","筒","1","入","4","20161031"
"1154436020102","10","筒","1","入","4","20161031"
"1154436030101","10","筒","1","入","4","20161031"
"1154436040101","10","筒","1","入","4","20161031"
"1154436050101","10","筒","1","入","1","20240331"
"1154443020102","5","瓶","1","入","4","20200331"
"1155457020102","5","瓶","1","入","4","20200331"
"1155464020102","5","瓶","1","入","4","20200331"
"1155471010102","10","管","1","入","4","20200331"
"1155471020102","10","本","1","入","1","20200331"
"1155488020202","20","袋","1","入","4","20090930"
"1155488020301","20","袋","1","入","1","20200630"
"1155495020202","20","袋","1","入","4","20090930"
"1155495020301","20","袋","1","入","1","20200630"
"1155501020101","10","管","1","入","1","20200331"
"1155501030101","10","管","1","入","1","20220831"
"1155518030101","10","瓶","1","入","1","20200331"
"1155525020101","10","瓶","1","入","4","20200331"
"1155525030101","10","瓶","1","入","1","20220531"
"1155525040101","10","瓶","1","入","1","20250331"
"1155556020101","10","本","1","入","4","20200331"
"1155556040101","10","本","1","入","4","20200331"
"1155556040201","10","本","1","入","4","20200331"
"1155556050101","10","本","1","入","4","20220630"
"1155563020101","10","本","1","入","4","20200331"
"1155563040101","10","本","1","入","4","20200331"
"1155563040201","10","本","1","入","4","20200331"
"1155563050101","10","本","1","入","4","20220630"
"1155570010101","5","本","1","入","1","20200331"
"1155570010102","10","本","1","入","1","20200331"
"1155570010103","50","本","1","入","1","20200331"
"1155570010201","5","本","1","入","1","20200331"
"1155570010202","10","本","1","入","1","20200331"
"1155570010203","50","本","1","入","1","20200331"
"1155594020102","5","本","1","入","1","20200331"
"1155594030101","1","本","1","入","4","20180630"
"1155594030102","5","本","1","入","1","20200331"
"1155600020103","50","本","1","入","1","20141231"
"1155600020104","10","本","1","入","1","20141231"
"1155600020202","10","本","1","入","1","20141231"
"1155600030101","10","本","1","入","4","20140331"
"1155600030201","10","本","1","入","4","20140331"
"1155624010102","1","筒","1","入","1","20200331"
"1155624020101","1","筒","1","入","1","20200630"
"1155624030101","1","筒","1","入","1","20251130"
"1155655010102","60","管","1","入","1","20240331"
"1155655010201","60","管","1","入","1","20240331"
"1155662010103","10","本","1","入","1","20220331"
"1155662010104","50","本","1","入","1","20220331"
"1155662010302","1","瓶","1","入","1","20220331"
"1155679010101","1","瓶","1","入","1","20031224"
"1155686010101","10","本","1","入","4","20111130"
"1155686010102","50","本","1","入","4","20111130"
"1155686010201","10","本","1","入","1","20200331"
"1155686010202","50","本","1","入","1","20200331"
"1155693020101","100","入","1","入","1","20200331"
"1155693040101","100","個","1","入","1","20200331"
"1155693050101","100","個","1","入","1","20220831"
"1155709020101","100","入","1","入","1","20200331"
"1155709040101","100","個","1","入","1","20200331"
"1155709050101","100","個","1","入","1","20250331"
"1155716010101","5","個","1","入","4","20061201"
"1155716020101","5","個","1","入","4","20121031"
"1155723010102","1","本","1","入","1","20200331"
"1155723010203","1","瓶","1","入","1","20200331"
"1155723010301","1","瓶","1","入","1","20200331"
"1155723020101","1","本","1","入","1","20240930"
"1155723020201","1","瓶","1","入","1","20240930"
"1155723020301","1","瓶","1","入","1","20240930"
"1155754010101","1","瓶","1","入","1","20031224"
"1155754010201","1","瓶","1","入","1","20031224"
"1155754010301","1","缶","1","入","1","20031224"
"1155761010101","42","個","1","入","1","20240331"
"1155761010102","140","個","1","入","1","20240331"
"1155761010103","28","個","1","入","1","20240331"
"1155761020101","42","個","1","入","4","20240331"
"1155778030101","28","入","1","入","1","20200331"
"1155778030102","140","入","1","入","1","20200331"
"1155778050101","28","個","1","入","1","20200331"
"1155778050102","140","個","1","入","1","20200331"
"1155815010203","105","包","1","入","1","20211210"
"1155815010204","1050","包","1","入","1","20211210"
"1155822030103","10","シート","1","入","1","20200331"
"1155822030104","100","シート","1","入","1","20200331"
"1155839030103","10","シート","1","入","1","20200331"
"1155839030104","100","シート","1","入","1","20200331"
"1155860010101","10","シート","1","入","4","20031224"
"1155860010201","1","瓶","1","入","4","20031224"
"1155877010101","10","シート","1","入","4","20031224"
"1155877010201","1","瓶","1","入","4","20031224"
"1155884020101","1","袋","1","入","1","20160531"
"1155884020201","120","包","1","入","1","20160531"
"1155884020202","1200","包","1","入","1","20160531"
"1155914010104","10","シート","1","入","1","20200331"
"1155914010105","50","シート","1","入","1","20200331"
"1155914010202","40","シート","1","入","1","20200331"
"1155914010302","1","瓶","1","入","1","20200331"
"1155914020104","10","シート","1","入","1","20200331"
"1155914020105","100","シート","1","入","1","20200331"
"1155914020202","1","瓶","1","入","1","20200331"
"1155921010104","10","シート","1","入","1","20200331"
"1155921010105","50","シート","1","入","1","20200331"
"1155921010302","1","瓶","1","入","1","20200331"
"1155921020104","10","シート","1","入","1","20200331"
"1155921020105","50","シート","1","入","1","20200331"
"1155921020106","100","シート","1","入","1","20200331"
"1155921020202","1","瓶","1","入","1","20200331"
"1155938010103","10","シート","1","入","1","20140131"
"1155938010104","50","シート","1","入","1","20140131"
"1155938010202","1","瓶","1","入","1","20140131"
"1155945010101","10","シート","1","入","1","20200331"
"1155945010102","100","シート","1","入","1","20200331"
"1155945010201","1","袋","1","入","1","20200331"
"1155945020101","10","シート","1","入","1","20200331"
"1155945020102","100","シート","1","入","1","20200331"
"1155945020201","1","袋","1","入","1","20200331"
"1155952010101","10","シート","1","入","1","20200331"
"1155952010102","100","シート","1","入","1","20200331"
"1155952010201","1","袋","1","入","1","20200331"
"1155952020101","10","シート","1","入","1","20200331"
"1155952020102","100","シート","1","入","1","20200331"
"1155952020201","1","袋","1","入","1","20200331"
"1155969020101","10","シート","1","入","4","20121221"
"1155976020101","10","シート","1","入","4","20121221"
"1155976020201","1","瓶","1","入","4","20140131"
"1155983010103","10","シート","1","入","4","20081226"
"1155983010104","100","シート","1","入","4","20081226"
"1155983010202","1","瓶","1","入","4","20081226"
"1155983020101","10","シート","1","入","1","20160229"
"1155983020102","100","シート","1","入","1","20160229"
"1155983020201","1","瓶","1","入","1","20190228"
"1155983020301","10","シート","1","入","1","20251031"
"1155983020302","100","錠","1","入","1","20251031"
"1155983030101","10","シート","1","入","1","20160331"
"1155983030102","100","シート","1","入","1","20160331"
"1155983030201","1","瓶","1","入","1","20160331"
"1155990010101","1","瓶","1","入","4","20070501"
"1155990010201","210","包","1","入","4","20080131"
"1155990010202","1050","包","1","入","4","20080131"
"1156010010101","24","本","1","入","1","20130731"
"1156010010201","25","袋","1","入","1","20130731"
"1156010010301","10","袋","1","入","1","20210331"
"1156027010104","84","包","1","入","1","20160331"
"1156027010105","210","包","1","入","1","20160331"
"1156027010106","840","包","1","入","1","20160331"
"1156065010101","5","袋","1","入","1","20211210"
"1156065020101","5","袋","1","入","1","20211210"
"1156065030101","8","袋","1","入","1","20250331"
"1156072010101","1","瓶","1","入","1","20180630"
"1156072010102","1","瓶","1","入","1","20180630"
"1156072010201","1","瓶","1","入","1","20250630"
"1156089010101","1","瓶","1","入","4","20091030"
"1156089010102","1","瓶","1","入","1","20221130"
"1156119010103","1","筒","1","入","1","20090930"
"1156126010101","1","瓶","1","入","4","20030905"
"1156126020101","1","瓶","1","入","4","20220331"
"1156171010102","4","組","1","入","1","20090930"
"1156188010102","4","組","1","入","1","20090930"
"1156195010202","50","管","1","入","1","20171031"
"1156201010101","50","管","1","入","4","20171031"
"1156201010102","10","管","1","入","4","20180930"
"1156201010201","10","管","1","入","4","20190930"
"1156201010301","10","管","1","入","1","20231130"
"1156201020101","50","管","1","入","4","20171031"
"1156201020201","50","管","1","入","4","20200131"
"1156201020301","50","管","1","入","1","20231231"
"1156218010101","50","管","1","入","4","20171031"
"1156218010102","10","管","1","入","4","20180930"
"1156218010201","10","管","1","入","4","20190930"
"1156218010301","10","管","1","入","1","20231130"
"1156218020101","50","管","1","入","4","20171031"
"1156218020201","50","管","1","入","4","20200131"
"1156218020301","50","管","1","入","1","20240131"
"1156225010101","2","本","1","入","1","20160331"
"1156225010102","5","本","1","入","1","20160331"
"1156232010101","2","本","1","入","1","20190831"
"1156232010102","5","本","1","入","1","20190831"
"1156263010101","2","本","1","入","1","20190831"
"1156263010102","5","本","1","入","1","20190831"
"1156294010201","5","袋","1","入","1","20240331"
"1156294010301","5","袋","1","入","1","20240331"
"1156294020101","5","袋","1","入","1","20211210"
"1156300010102","5","袋","1","入","1","20100331"
"1156331010301","4","袋","1","入","4","20090930"
"1156331010401","4","袋","1","入","4","20090930"
"1156331010501","4","袋","1","入","4","20090930"
"1156331010601","4","袋","1","入","1","20131225"
"1156331010701","4","袋","1","入","1","20131225"
"1156348020101","10","管","1","入","1","20200331"
"1156355010102","3","組","1","入","1","20131225"
"1156362010102","3","組","1","入","1","20131225"
"1156379010101","50","管","1","入","4","20171031"
"1156379010201","50","管","1","入","4","20190930"
"1156379010301","50","管","1","入","1","20231130"
"1156379020101","50","管","1","入","4","20171031"
"1156379020201","50","管","1","入","4","20200131"
"1156379020301","50","管","1","入","1","20231231"
"1156386010101","50","管","1","入","4","20171031"
"1156386010201","50","管","1","入","4","20190930"
"1156386010301","50","管","1","入","1","20231130"
"1156386020101","50","管","1","入","4","20171031"
"1156386020201","50","管","1","入","4","20200131"
"1156386020301","50","管","1","入","1","20240131"
"1156393020101","10","管","1","入","1","20161130"
"1156409010101","10","本","1","入","1","20070330"
"1156409010201","1","瓶","1","入","1","20070330"
"1156416010102","4","袋","1","入","4","20090930"
"1156416010301","4","袋","1","入","4","20090930"
"1156416010401","4","袋","1","入","4","20090930"
"1156416010501","4","袋","1","入","1","20131225"
"1156416010601","4","袋","1","入","1","20131225"
"1156430010105","1","本","1","入","1","20091030"
"1156430010201","1","本","1","入","1","20091030"
"1156430010301","1","本","1","入","1","20091030"
"1156430010401","1","本","1","入","1","20091030"
"1156447010101","1","瓶","1","入","1","20031224"
"1156447010201","1","瓶","1","入","1","20031224"
"1156447010301","1","缶","1","入","1","20031224"
"1156454010101","10","本","1","入","1","20111130"
"1156454020101","10","瓶","1","入","1","20220331"
"1156461010102","10","本","1","入","4","20130430"
"1156461030101","10","本","1","入","4","20210930"
"1156485010102","10","本","1","入","4","20220331"
"1156485010103","10","本","1","入","1","20220331"
"1156492010102","1","瓶","1","入","4","20080731"
"1156492010301","1","瓶","1","入","1","20251031"
"1156492020101","1","瓶","1","入","1","20120531"
"1156508010102","1","瓶","1","入","4","20080731"
"1156508010202","1","瓶","1","入","4","20080731"
"1156508020101","1","瓶","1","入","4","20120531"
"1156508020201","1","瓶","1","入","4","20120531"
"1156515010101","10","シート","1","入","1","20130430"
"1156515010201","1","瓶","1","入","1","20130430"
